time,inter_arrival,pkt_size,ttl
25.705084,0.0,66,64
25.705116,3.200000000092018e-05,66,64
25.821987,0.11687099999999973,65226,64
25.822061,7.400000000146179e-05,65226,64
25.822092,3.0999999999892225e-05,66,64
25.822097,4.9999999980343546e-06,818,64
25.822115,1.8000000000739647e-05,66,64
25.822124,8.999999998593466e-06,66,64
25.937954,0.11583000000000254,65226,64
25.938044,9.000000000014552e-05,65226,64
25.938079,3.499999999689862e-05,818,64
25.938292,0.00021300000000223918,66,64
26.054941,0.11664899999999889,65226,64
26.054991,5.000000000165983e-05,65226,64
26.05503,3.8999999997457735e-05,818,64
26.055067,3.700000000250725e-05,66,64
26.0551,3.2999999998395424e-05,66,64
26.170942,0.11584200000000067,65226,64
26.171001,5.9000000000253294e-05,65226,64
26.171027,2.5999999998305157e-05,818,64
26.171035,8.000000001118224e-06,66,64
26.171083,4.7999999999603915e-05,66,64
26.287957,0.11687399999999926,65226,64
26.288047,9.000000000014552e-05,65226,64
26.288075,2.800000000036107e-05,66,64
26.28809,1.5000000001208491e-05,818,64
26.288108,1.8000000000739647e-05,66,64
26.288126,1.7999999997186933e-05,66,64
26.40396,0.1158340000000031,65226,64
26.404038,7.799999999846818e-05,65226,64
26.404065,2.6999999999333113e-05,66,64
26.404088,2.3000000002326715e-05,818,64
26.4041,1.1999999998124622e-05,66,64
26.404119,1.9000000001767603e-05,66,64
26.520959,0.11683999999999983,65226,64
26.52106,0.00010099999999724218,65226,64
26.521094,3.4000000002976094e-05,66,64
26.521114,1.9999999999242846e-05,818,64
26.521133,1.899999999821489e-05,66,64
26.521152999999998,1.9999999999242846e-05,66,64
26.636953,0.11580000000000013,65226,64
26.637036,8.300000000005525e-05,65226,64
26.637064,2.800000000036107e-05,66,64
26.637079,1.5000000001208491e-05,818,64
26.637098,1.9000000001767603e-05,66,64
26.637125,2.6999999999333113e-05,66,64
26.753956,0.11683099999999769,65226,64
26.754039,8.300000000005525e-05,65226,64
26.75406,2.1000000000270802e-05,66,64
26.754088,2.800000000036107e-05,818,64
26.754105,1.699999999971169e-05,66,64
26.754123,1.8000000000739647e-05,66,64
26.869985,0.11586199999999991,65226,64
26.870066,8.100000000155205e-05,65226,64
26.87009,2.3999999999801958e-05,66,64
26.870101,1.0999999997096666e-05,818,64
26.870125,2.400000000335467e-05,66,64
26.87015,2.49999999972772e-05,66,64
26.986957,0.11680700000000144,65226,64
26.987073,0.00011599999999845068,65226,64
26.987111,3.799999999998249e-05,66,64
26.987132,2.1000000000270802e-05,818,64
26.987153,2.1000000000270802e-05,66,64
26.987181,2.800000000036107e-05,66,64
27.102959,0.11577799999999883,65226,64
27.103058,9.90000000022917e-05,65226,64
27.103086,2.800000000036107e-05,66,64
27.103118,3.199999999736747e-05,818,64
27.103129,1.100000000064938e-05,66,64
27.103151,2.200000000129876e-05,66,64
27.219967,0.11681600000000003,65226,64
27.220048,8.099999999799934e-05,65226,64
27.220079,3.0999999999892225e-05,66,64
27.220085,6.000000002615025e-06,818,64
27.220103,1.8000000000739647e-05,66,64
27.220114,1.0999999997096666e-05,66,64
27.335955,0.11584099999999964,65226,64
27.33605,9.500000000173259e-05,65226,64
27.336086,3.600000000147929e-05,818,64
27.336107,2.099999999671809e-05,66,64
27.336155,4.800000000315663e-05,66,64
27.452959,0.11680399999999835,65226,64
27.453033,7.400000000146179e-05,65226,64
27.453076,4.299999999801685e-05,818,64
27.45308,4.000000000559112e-06,66,64
